created_at,text,author_id,retweets,likes
2025-06-09 04:53:07+00:00,"@augustineokindo @DCI_Kenya @InteriorKE She is inciting people to cause chaos to gain foreign attention. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Don’t be used. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:53:03+00:00,"She is inciting people to cause chaos and blaming others. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Her plot ends now. #ArrestHanifa https://t.co/6mGN7MVtFj",1906336578093580288,0,0
2025-06-09 04:52:49+00:00,"@askofu_ke @DCI_Kenya @InteriorKE Hanifa’s said to be inciting violent chaos across Kenya. Claims suggest she envisions a Somalia-style collapse. 

With USAID funding cut, she’s allegedly running crowdfunding scams to fleece people. #ArrestHanifa",1670388697554886657,0,0
2025-06-09 04:52:25+00:00,"@Castro_c_o @DCI_Kenya @InteriorKE Hanifa’s said to be inciting violent chaos across Kenya. Claims suggest she envisions a Somalia-style collapse. 

With USAID funding cut, she’s allegedly running crowdfunding scams to fleece people. #ArrestHanifa",1670388697554886657,0,0
2025-06-09 04:52:24+00:00,"@Castro_c_o @DCI_Kenya @InteriorKE She is inciting people to cause chaos for donations. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Don’t fund chaos. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:52:20+00:00,"She is inciting people to cause chaos under fake activism. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Her mask is off. #ArrestHanifa https://t.co/pgTrvMLl9r",1906336578093580288,0,0
2025-06-09 04:52:07+00:00,"She is inciting people to cause chaos with every speech. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. It's a trap. #ArrestHanifa https://t.co/apnaooRWdn",1906336578093580288,0,0
2025-06-09 04:52:01+00:00,"@jontewaburungu @DCI_Kenya @InteriorKE She is inciting people to cause chaos to destabilize progress. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Truth must prevail. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:51:59+00:00,"@jontewaburungu @DCI_Kenya @InteriorKE Hanifa’s said to be inciting violent chaos across Kenya. Claims suggest she envisions a Somalia-style collapse. 

With USAID funding cut, she’s allegedly running crowdfunding scams to fleece people. #ArrestHanifa",1670388697554886657,0,0
2025-06-09 04:51:50+00:00,"@askofu_ke @DCI_Kenya @InteriorKE She is inciting people to cause chaos for donations. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Don’t fund chaos. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:51:38+00:00,"@indemosz @DCI_Kenya @InteriorKE Hanifa’s said to be inciting violent chaos across Kenya. Claims suggest she envisions a Somalia-style collapse. 

With USAID funding cut, she’s allegedly running crowdfunding scams to fleece people. #ArrestHanifa",1670388697554886657,0,0
2025-06-09 04:50:28+00:00,"@britnie_coco @DCI_Kenya @InteriorKE She is inciting people to cause chaos with emotional manipulation. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. It’s calculated disruption. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:50:24+00:00,"She is inciting people to cause chaos, not caring about national unity. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Let’s expose this fraudster. #ArrestHanifa https://t.co/8bCgtEkOsn",1906336578093580288,0,0
2025-06-09 04:50:17+00:00,"@LensEmpress @InteriorKE @DCI_Kenya She is inciting people to cause chaos with every post. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Her game is over. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:50:13+00:00,"She is inciting people to cause chaos on social media platforms. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Her tactics must fail. #ArrestHanifa https://t.co/AHF5lgcNWU",1906336578093580288,0,0
2025-06-09 04:50:05+00:00,"@iam_elviske She is inciting people to cause chaos while pretending it’s patriotism. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Let’s stay alert. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:50:01+00:00,"She is inciting people to cause chaos with emotional manipulation. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. It’s calculated disruption. #ArrestHanifa https://t.co/WPwAMcfZRw",1906336578093580288,0,0
2025-06-09 04:48:45+00:00,"@Ktlicon21 Hanifa’s said to be inciting violent chaos across Kenya. Claims suggest she envisions a Somalia-style collapse. 

With USAID funding cut, she’s allegedly running crowdfunding scams to fleece people. #ArrestHanifa",1670388697554886657,0,0
2025-06-09 04:48:27+00:00,"@augustineokindo She is inciting people to cause chaos, using young voices as tools. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Truth must prevail. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:48:22+00:00,"@augustineokindo She is inciting people to cause chaos by spreading misinformation. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. This must end. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:48:14+00:00,"@augustineokindo She is inciting people to cause chaos disguised as activism. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Kenya must stand united. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:48:09+00:00,"@augustineokindo She is inciting people to cause chaos, hoping for instability. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Protect our peace. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:48:02+00:00,"She is inciting people to cause chaos in the name of revolution. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Don’t fund chaos. #ArrestHanifa https://t.co/ZSIMpN8h7L",1906336578093580288,0,0
2025-06-09 04:47:57+00:00,"@Ktlicon21 She is inciting people to cause chaos, using young voices as tools. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Truth must prevail. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:39:24+00:00,"Hanifa’s accused of inciting chaos in the streets. Claims say she aims for Somalia’s ruin in Kenya. With USAID funding cut, she’s reportedly running scams through online crowdfunding platforms. #ArrestHanifa https://t.co/PALHZKmXPB",1299335114770591745,0,0
2025-06-09 04:36:08+00:00,"After USAID funding ran out, Hanifa turned to online fraud—crowdsourcing under false pretenses to fuel chaos. Her goal? Total disorder in Kenya. This cannot stand. #ArrestHanifa https://t.co/UwKgTU3fFS",1767518455828221952,3,0
2025-06-09 04:20:58+00:00,"@keah_ke1 She is inciting people to cause chaos and unrest across counties. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Let truth prevail. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:20:52+00:00,"@keah_ke1 She is inciting people to cause chaos through online lies. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. Let’s defend our peace. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:20:44+00:00,"@britnie_coco She is inciting people to cause chaos, threatening national peace. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. It's time to speak out. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 04:20:39+00:00,"@britnie_coco She is inciting people to cause chaos just to gain relevance. She wants to see Kenya turn into Somalia. With USAID funding dried, she seeking to use scam people through online crowd sourcing. We must not tolerate this. #ArrestHanifa",1906336578093580288,0,0
2025-06-09 03:18:35+00:00,"Inciting unrest and exploiting Kenyans with fake crowdfunding schemes after losing USAID funding. Let’s safeguard Kenya from chaos! #ArrestHanifa

@DCI_Kenya @InteriorKE https://t.co/8ZDNPTiQqA",1617956411253657627,3,0
2025-06-09 03:15:18+00:00,Hanifa is actively inciting unrest and chaos. Her dangerous vision of turning Kenya into another Somalia is unacceptable. She’s also running online scams after USAID funding dried up. #ArrestHanifa https://t.co/ZrBNJOrP1C,1767518455828221952,4,1
2025-06-09 03:14:19+00:00,"Hanifa isn’t advocating change—she’s calling for chaos. Her aim is to dismantle Kenya’s institutions, dragging us toward instability like Somalia. With her USAID funding cut, she’s now manipulating people online for money. We must stop her. #ArrestHanifa @DCI_Kenya @InteriorKE https://t.co/UqYd5y4GrA",1245950213342269441,6,0
2025-06-08 01:36:51+00:00,What utter BS. USAID funding streetcar service in Kenya? Funding TG ‘studies’ in Argentina? Giving money to the Tailiban? And just USAID! https://t.co/5NOzaqG3Kn,788441966111444993,0,1
2025-06-06 11:52:22+00:00,"“I helped others heal—until my job disappeared overnight.”

When the U.S. froze USAID funding in Kenya, more than 40,000 health workers were suddenly laid off.

Joseph Okutoyi, a father of five and HIV counsellor, was one of them.
He knew his clients by name—slum dwellers, single https://t.co/zAV0nTLbyC",1832914026688307200,2,3
